employee_id,desk_code,date,department
E-001,D-01,2024-10-02,Sales
E-001,D-01,2024-10-03,Sales
E-001,D-01,2024-10-04,Sales
E-001,D-01,2024-10-05,Sales
E-001,D-01,2024-10-06,Sales
E-001,D-01,2024-10-09,Sales
E-001,D-01,2024-10-11,Sales
E-001,D-01,2024-10-13,Sales
E-001,D-01,2024-10-16,Sales
E-001,D-01,2024-10-17,Sales
E-001,D-01,2024-10-18,Sales
E-001,D-01,2024-10-19,Sales
E-001,D-01,2024-10-21,Sales
E-001,D-01,2024-10-22,Sales
E-001,D-01,2024-10-23,Sales
E-001,D-01,2024-10-24,Sales
E-001,D-01,2024-10-26,Sales
E-001,D-01,2024-11-01,Sales
E-001,D-01,2024-11-02,Sales
E-001,D-01,2024-11-03,Sales
E-001,D-01,2024-11-04,Sales
E-001,D-01,2024-11-05,Sales
E-001,D-01,2024-11-08,Sales
E-001,D-01,2024-11-09,Sales
E-001,D-01,2024-11-12,Sales
E-001,D-01,2024-11-13,Sales
E-001,D-01,2024-11-14,Sales
E-001,D-01,2024-11-15,Sales
E-001,D-01,2024-11-16,Sales
E-001,D-01,2024-11-17,Sales
E-001,D-01,2024-11-19,Sales
E-001,D-01,2024-11-21,Sales
E-001,D-01,2024-11-22,Sales
E-001,D-01,2024-11-25,Sales
E-001,D-01,2024-11-28,Sales
E-001,D-01,2024-11-29,Sales
E-001,D-01,2024-11-30,Sales
E-001,D-01,2024-12-01,Sales
E-001,D-01,2024-12-02,Sales
E-001,D-01,2024-12-08,Sales
E-001,D-01,2024-12-09,Sales
E-001,D-01,2024-12-10,Sales
E-001,D-01,2024-12-12,Sales
E-001,D-01,2024-12-15,Sales
E-001,D-01,2024-12-16,Sales
E-001,D-01,2024-12-17,Sales
E-001,D-01,2024-12-18,Sales
E-001,D-01,2024-12-19,Sales
E-001,D-01,2024-12-22,Sales
E-001,D-01,2024-12-28,Sales
E-001,D-01,2025-01-01,Sales
E-001,D-01,2025-01-03,Sales
E-001,D-01,2025-01-04,Sales
E-001,D-01,2025-01-06,Sales
E-001,D-01,2025-01-07,Sales
E-001,D-01,2025-01-08,Sales
E-001,D-01,2025-01-09,Sales
E-001,D-01,2025-01-11,Sales
E-001,D-01,2025-01-12,Sales
E-001,D-01,2025-01-13,Sales
E-001,D-01,2025-01-14,Sales
E-001,D-01,2025-01-15,Sales
E-001,D-01,2025-01-16,Sales
E-001,D-01,2025-01-17,Sales
E-001,D-01,2025-01-19,Sales
E-001,D-01,2025-01-21,Sales
E-001,D-01,2025-01-23,Sales
E-001,D-01,2025-01-26,Sales
E-001,D-01,2025-01-27,Sales
E-001,D-01,2025-01-29,Sales
E-001,D-01,2025-01-30,Sales
E-001,D-01,2025-01-31,Sales
E-001,D-01,2025-02-02,Sales
E-001,D-01,2025-02-03,Sales
E-001,D-01,2025-02-04,Sales
E-001,D-01,2025-02-05,Sales
E-001,D-01,2025-02-06,Sales
E-001,D-01,2025-02-08,Sales
E-001,D-01,2025-02-09,Sales
E-001,D-01,2025-02-10,Sales
E-001,D-01,2025-02-12,Sales
E-001,D-01,2025-02-15,Sales
E-001,D-01,2025-02-17,Sales
E-001,D-01,2025-02-20,Sales
E-001,D-01,2025-02-21,Sales
E-001,D-01,2025-02-25,Sales
E-001,D-01,2025-02-27,Sales
E-001,D-01,2025-02-28,Sales
E-001,D-01,2025-03-01,Sales
E-001,D-01,2025-03-02,Sales
E-001,D-01,2025-03-03,Sales
E-001,D-01,2025-03-04,Sales
E-001,D-01,2025-03-06,Sales
E-001,D-01,2025-03-07,Sales
E-001,D-01,2025-03-08,Sales
E-001,D-01,2025-03-13,Sales
E-001,D-01,2025-03-15,Sales
E-001,D-01,2025-03-16,Sales
E-001,D-01,2025-03-18,Sales
E-001,D-01,2025-03-20,Sales
E-001,D-01,2025-03-23,Sales
E-001,D-01,2025-03-24,Sales
E-001,D-01,2025-03-27,Sales
E-001,D-01,2025-03-28,Sales
E-001,D-01,2025-03-31,Sales
E-001,D-01,2025-04-02,Sales
E-001,D-01,2025-04-04,Sales
E-001,D-01,2025-04-05,Sales
E-001,D-01,2025-04-07,Sales
E-001,D-01,2025-04-08,Sales
E-001,D-01,2025-04-09,Sales
E-001,D-01,2025-04-12,Sales
E-001,D-01,2025-04-16,Sales
E-001,D-01,2025-04-18,Sales
E-001,D-01,2025-04-20,Sales
E-001,D-01,2025-04-23,Sales
E-001,D-01,2025-04-24,Sales
E-001,D-01,2025-04-25,Sales
E-001,D-01,2025-04-26,Sales
E-001,D-01,2025-04-28,Sales
E-001,D-01,2025-05-02,Sales
E-001,D-01,2025-05-04,Sales
E-001,D-01,2025-05-08,Sales
E-001,D-01,2025-05-10,Sales
E-001,D-01,2025-05-11,Sales
E-001,D-01,2025-05-18,Sales
E-001,D-01,2025-05-19,Sales
E-001,D-01,2025-05-20,Sales
E-001,D-01,2025-05-22,Sales
E-001,D-01,2025-05-26,Sales
E-001,D-01,2025-05-27,Sales
E-001,D-01,2025-05-28,Sales
E-001,D-01,2025-05-30,Sales
E-001,D-01,2025-06-02,Sales
E-001,D-01,2025-06-04,Sales
E-001,D-01,2025-06-05,Sales
E-001,D-01,2025-06-06,Sales
E-001,D-01,2025-06-07,Sales
E-001,D-01,2025-06-09,Sales
E-001,D-01,2025-06-10,Sales
E-001,D-01,2025-06-11,Sales
E-001,D-01,2025-06-12,Sales
E-001,D-01,2025-06-13,Sales
E-001,D-01,2025-06-15,Sales
E-001,D-01,2025-06-19,Sales
E-001,D-01,2025-06-22,Sales
E-001,D-01,2025-06-24,Sales
E-001,D-01,2025-06-26,Sales
E-001,D-01,2025-06-27,Sales
E-001,D-01,2025-06-29,Sales
E-001,D-01,2025-07-03,Sales
E-001,D-01,2025-07-06,Sales
E-001,D-01,2025-07-07,Sales
E-001,D-01,2025-07-08,Sales
E-001,D-01,2025-07-11,Sales
E-001,D-01,2025-07-15,Sales
E-001,D-01,2025-07-17,Sales
E-001,D-01,2025-07-18,Sales
E-001,D-01,2025-07-25,Sales
E-001,D-01,2025-07-28,Sales
E-001,D-01,2025-07-30,Sales
E-001,D-01,2025-07-31,Sales
E-001,D-01,2025-08-01,Sales
E-002,D-02,2024-01-02,HR
E-002,D-02,2024-01-03,HR
E-002,D-02,2024-01-05,HR
E-002,D-02,2024-01-09,HR
E-002,D-02,2024-01-12,HR
E-002,D-02,2024-01-14,HR
E-002,D-02,2024-01-16,HR
E-002,D-02,2024-01-19,HR
E-002,D-02,2024-01-20,HR
E-002,D-02,2024-01-23,HR
E-002,D-02,2024-01-25,HR
E-002,D-02,2024-01-26,HR
E-002,D-02,2024-01-28,HR
E-002,D-02,2024-02-03,HR
E-002,D-02,2024-02-05,HR
E-002,D-02,2024-02-06,HR
E-002,D-02,2024-02-07,HR
E-002,D-02,2024-02-08,HR
E-002,D-02,2024-02-09,HR
E-002,D-02,2024-02-10,HR
E-002,D-02,2024-02-11,HR
E-002,D-02,2024-02-13,HR
E-002,D-02,2024-02-20,HR
E-002,D-02,2024-02-21,HR
E-002,D-02,2024-02-22,HR
E-002,D-02,2024-02-23,HR
E-002,D-02,2024-02-26,HR
E-002,D-02,2024-02-27,HR
E-002,D-02,2024-02-28,HR
E-002,D-02,2024-03-03,HR
E-002,D-02,2024-03-04,HR
E-002,D-02,2024-03-05,HR
E-002,D-02,2024-03-07,HR
E-002,D-02,2024-03-09,HR
E-002,D-02,2024-03-11,HR
E-002,D-02,2024-03-15,HR
E-002,D-02,2024-03-18,HR
E-002,D-02,2024-03-25,HR
E-002,D-02,2024-03-26,HR
E-002,D-02,2024-03-28,HR
E-002,D-02,2024-03-29,HR
E-002,D-02,2024-04-02,HR
E-002,D-02,2024-04-03,HR
E-002,D-02,2024-04-05,HR
E-002,D-02,2024-04-08,HR
E-002,D-02,2024-04-10,HR
E-002,D-02,2024-04-11,HR
E-002,D-02,2024-04-12,HR
E-002,D-02,2024-04-14,HR
E-002,D-02,2024-04-19,HR
E-002,D-02,2024-04-21,HR
E-002,D-02,2024-04-22,HR
E-002,D-02,2024-04-23,HR
E-002,D-02,2024-04-24,HR
E-002,D-02,2024-04-26,HR
E-002,D-02,2024-04-28,HR
E-002,D-02,2024-04-30,HR
E-002,D-02,2024-05-01,HR
E-002,D-02,2024-05-02,HR
E-002,D-02,2024-05-03,HR
E-002,D-02,2024-05-04,HR
E-002,D-02,2024-05-06,HR
E-002,D-02,2024-05-08,HR
E-002,D-02,2024-05-10,HR
E-002,D-02,2024-05-11,HR
E-002,D-02,2024-05-14,HR
E-002,D-02,2024-05-15,HR
E-002,D-02,2024-05-17,HR
E-002,D-02,2024-05-20,HR
E-002,D-02,2024-05-21,HR
E-002,D-02,2024-05-22,HR
E-002,D-02,2024-05-23,HR
E-002,D-02,2024-05-26,HR
E-002,D-02,2024-05-28,HR
E-002,D-02,2024-05-29,HR
E-002,D-02,2024-05-30,HR
E-002,D-02,2024-05-31,HR
E-002,D-02,2024-06-01,HR
E-002,D-02,2024-06-05,HR
E-002,D-02,2024-06-07,HR
E-002,D-02,2024-06-10,HR
E-002,D-02,2024-06-11,HR
E-002,D-02,2024-06-13,HR
E-002,D-02,2024-06-15,HR
E-002,D-02,2024-06-17,HR
E-002,D-02,2024-06-18,HR
E-002,D-02,2024-06-20,HR
E-002,D-02,2024-06-21,HR
E-002,D-02,2024-06-25,HR
E-002,D-02,2024-06-26,HR
E-002,D-02,2024-06-29,HR
E-002,D-02,2024-06-30,HR
E-002,D-02,2024-07-03,HR
E-002,D-02,2024-07-06,HR
E-002,D-02,2024-07-07,HR
E-002,D-02,2024-07-09,HR
E-002,D-02,2024-07-10,HR
E-002,D-02,2024-07-13,HR
E-002,D-02,2024-07-15,HR
E-002,D-02,2024-07-18,HR
E-002,D-02,2024-07-20,HR
E-002,D-02,2024-07-24,HR
E-002,D-02,2024-07-28,HR
E-002,D-02,2024-07-29,HR
E-002,D-02,2024-07-31,HR
E-002,D-02,2024-08-04,HR
E-002,D-02,2024-08-05,HR
E-002,D-02,2024-08-08,HR
E-002,D-02,2024-08-09,HR
E-002,D-02,2024-08-11,HR
E-002,D-02,2024-08-12,HR
E-002,D-02,2024-08-15,HR
E-002,D-02,2024-08-23,HR
E-002,D-02,2024-08-24,HR
E-002,D-02,2024-08-27,HR
E-002,D-02,2024-08-28,HR
E-002,D-02,2024-08-29,HR
E-002,D-02,2024-08-31,HR
E-002,D-02,2024-09-02,HR
E-002,D-02,2024-09-04,HR
E-002,D-02,2024-09-10,HR
E-002,D-02,2024-09-11,HR
E-002,D-02,2024-09-12,HR
E-002,D-02,2024-09-15,HR
E-002,D-02,2024-09-19,HR
E-002,D-02,2024-09-20,HR
E-002,D-02,2024-09-23,HR
E-002,D-02,2024-09-24,HR
E-002,D-02,2024-09-25,HR
E-002,D-02,2024-09-26,HR
E-002,D-02,2024-09-28,HR
E-002,D-02,2024-09-30,HR
E-002,D-02,2024-10-01,HR
E-002,D-02,2024-10-02,HR
E-002,D-02,2024-10-04,HR
E-002,D-02,2024-10-09,HR
E-002,D-02,2024-10-11,HR
E-002,D-02,2024-10-12,HR
E-002,D-02,2024-10-14,HR
E-002,D-02,2024-10-15,HR
E-002,D-02,2024-10-16,HR
E-002,D-02,2024-10-22,HR
E-002,D-02,2024-10-24,HR
E-002,D-02,2024-10-26,HR
E-002,D-02,2024-10-28,HR
E-002,D-02,2024-10-29,HR
E-002,D-02,2024-10-30,HR
E-002,D-02,2024-10-31,HR
E-002,D-02,2024-11-01,HR
E-002,D-02,2024-11-02,HR
E-002,D-02,2024-11-05,HR
E-002,D-02,2024-11-10,HR
E-002,D-02,2024-11-11,HR
E-002,D-02,2024-11-12,HR
E-002,D-02,2024-11-15,HR
E-002,D-02,2024-11-16,HR
E-002,D-02,2024-11-19,HR
E-002,D-02,2024-11-21,HR
E-002,D-02,2024-11-26,HR
E-002,D-02,2024-11-27,HR
E-002,D-02,2024-11-28,HR
E-002,D-02,2024-11-30,HR
E-002,D-02,2024-12-04,HR
E-002,D-02,2024-12-07,HR
E-002,D-02,2024-12-08,HR
E-002,D-02,2024-12-10,HR
E-002,D-02,2024-12-11,HR
E-002,D-02,2024-12-12,HR
E-002,D-02,2024-12-15,HR
E-002,D-02,2024-12-16,HR
E-002,D-02,2024-12-17,HR
E-002,D-02,2024-12-18,HR
E-002,D-02,2024-12-19,HR
E-002,D-02,2024-12-21,HR
E-002,D-02,2024-12-22,HR
E-002,D-02,2024-12-23,HR
E-002,D-02,2024-12-24,HR
E-002,D-02,2024-12-25,HR
E-002,D-02,2024-12-27,HR
E-002,D-02,2024-12-30,HR
E-002,D-02,2024-12-31,HR
E-002,D-02,2025-01-01,HR
E-002,D-02,2025-01-02,HR
E-002,D-02,2025-01-04,HR
E-002,D-02,2025-01-05,HR
E-002,D-02,2025-01-06,HR
E-002,D-02,2025-01-07,HR
E-002,D-02,2025-01-08,HR
E-002,D-02,2025-01-09,HR
E-002,D-02,2025-01-13,HR
E-002,D-02,2025-01-14,HR
E-002,D-02,2025-01-16,HR
E-002,D-02,2025-01-17,HR
E-002,D-02,2025-01-18,HR
E-002,D-02,2025-01-19,HR
E-002,D-02,2025-01-20,HR
E-002,D-02,2025-01-21,HR
E-002,D-02,2025-01-27,HR
E-002,D-02,2025-01-28,HR
E-002,D-02,2025-01-30,HR
E-002,D-02,2025-01-31,HR
E-002,D-02,2025-02-02,HR
E-002,D-02,2025-02-04,HR
E-002,D-02,2025-02-08,HR
E-002,D-02,2025-02-09,HR
E-002,D-02,2025-02-11,HR
E-002,D-02,2025-02-12,HR
E-002,D-02,2025-02-14,HR
E-002,D-02,2025-02-15,HR
E-002,D-02,2025-02-16,HR
E-002,D-02,2025-02-17,HR
E-002,D-02,2025-02-20,HR
E-002,D-02,2025-02-26,HR
E-002,D-02,2025-02-27,HR
E-002,D-02,2025-02-28,HR
E-002,D-02,2025-03-04,HR
E-002,D-02,2025-03-05,HR
E-002,D-02,2025-03-09,HR
E-002,D-02,2025-03-13,HR
E-002,D-02,2025-03-14,HR
E-002,D-02,2025-03-16,HR
E-002,D-02,2025-03-17,HR
E-002,D-02,2025-03-19,HR
E-002,D-02,2025-03-20,HR
E-002,D-02,2025-03-21,HR
E-002,D-02,2025-03-23,HR
E-002,D-02,2025-03-24,HR
E-002,D-02,2025-03-27,HR
E-002,D-02,2025-03-28,HR
E-002,D-02,2025-03-31,HR
E-002,D-02,2025-04-02,HR
E-002,D-02,2025-04-05,HR
E-002,D-02,2025-04-06,HR
E-002,D-02,2025-04-10,HR
E-002,D-02,2025-04-15,HR
E-002,D-02,2025-04-17,HR
E-002,D-02,2025-04-20,HR
E-002,D-02,2025-04-22,HR
E-002,D-02,2025-04-23,HR
E-002,D-02,2025-04-24,HR
E-002,D-02,2025-04-25,HR
E-002,D-02,2025-04-26,HR
E-002,D-02,2025-04-27,HR
E-002,D-02,2025-05-03,HR
E-002,D-02,2025-05-05,HR
E-002,D-02,2025-05-06,HR
E-002,D-02,2025-05-07,HR
E-002,D-02,2025-05-08,HR
E-002,D-02,2025-05-09,HR
E-002,D-02,2025-05-10,HR
E-002,D-02,2025-05-12,HR
E-002,D-02,2025-05-13,HR
E-002,D-02,2025-05-14,HR
E-002,D-02,2025-05-15,HR
E-002,D-02,2025-05-17,HR
E-002,D-02,2025-05-18,HR
E-002,D-02,2025-05-21,HR
E-002,D-02,2025-05-22,HR
E-002,D-02,2025-05-24,HR
E-002,D-02,2025-05-25,HR
E-002,D-02,2025-05-30,HR
E-002,D-02,2025-06-05,HR
E-002,D-02,2025-06-06,HR
E-002,D-02,2025-06-08,HR
E-002,D-02,2025-06-11,HR
E-002,D-02,2025-06-15,HR
E-002,D-02,2025-06-16,HR
E-002,D-02,2025-06-17,HR
E-002,D-02,2025-06-18,HR
E-002,D-02,2025-06-21,HR
E-002,D-02,2025-06-24,HR
E-002,D-02,2025-06-25,HR
E-002,D-02,2025-06-27,HR
E-002,D-02,2025-06-28,HR
E-002,D-02,2025-06-29,HR
E-002,D-02,2025-06-30,HR
E-002,D-02,2025-07-04,HR
E-002,D-02,2025-07-08,HR
E-002,D-02,2025-07-10,HR
E-002,D-02,2025-07-17,HR
E-002,D-02,2025-07-18,HR
E-002,D-02,2025-07-20,HR
E-002,D-02,2025-07-23,HR
E-002,D-02,2025-07-27,HR
E-002,D-02,2025-07-28,HR
E-002,D-02,2025-07-29,HR
E-002,D-02,2025-07-30,HR
E-003,D-03,2024-01-01,Marketing
E-003,D-03,2024-01-02,Marketing
E-003,D-03,2024-01-05,Marketing
E-003,D-03,2024-01-07,Marketing
E-003,D-03,2024-01-09,Marketing
E-003,D-03,2024-01-10,Marketing
E-003,D-03,2024-01-13,Marketing
E-003,D-03,2024-01-22,Marketing
E-003,D-03,2024-01-23,Marketing
E-003,D-03,2024-01-26,Marketing
E-003,D-03,2024-01-27,Marketing
E-003,D-03,2024-02-01,Marketing
E-003,D-03,2024-02-09,Marketing
E-003,D-03,2024-02-11,Marketing
E-003,D-03,2024-02-13,Marketing
E-003,D-03,2024-02-19,Marketing
E-003,D-03,2024-02-24,Marketing
E-003,D-03,2024-02-26,Marketing
E-003,D-03,2024-02-29,Marketing
E-003,D-03,2024-03-01,Marketing
E-003,D-03,2024-03-06,Marketing
E-003,D-03,2024-03-10,Marketing
E-003,D-03,2024-03-11,Marketing
E-003,D-03,2024-03-12,Marketing
E-003,D-03,2024-03-14,Marketing
E-003,D-03,2024-03-21,Marketing
E-003,D-03,2024-03-25,Marketing
E-003,D-03,2024-03-26,Marketing
E-003,D-03,2024-04-02,Marketing
E-003,D-03,2024-04-16,Marketing
E-003,D-03,2024-04-21,Marketing
E-003,D-03,2024-04-22,Marketing
E-003,D-03,2024-04-25,Marketing
E-003,D-03,2024-05-03,Marketing
E-003,D-03,2024-05-11,Marketing
E-003,D-03,2024-05-16,Marketing
E-003,D-03,2024-05-18,Marketing
E-003,D-03,2024-05-20,Marketing
E-003,D-03,2024-05-22,Marketing
E-003,D-03,2024-05-26,Marketing
E-003,D-03,2024-05-27,Marketing
E-003,D-03,2024-05-28,Marketing
E-003,D-03,2024-06-07,Marketing
E-003,D-03,2024-06-08,Marketing
E-003,D-03,2024-06-09,Marketing
E-003,D-03,2024-06-21,Marketing
E-003,D-03,2024-06-23,Marketing
E-003,D-03,2024-06-27,Marketing
E-003,D-03,2024-06-29,Marketing
E-003,D-03,2024-07-05,Marketing
E-003,D-03,2024-07-06,Marketing
E-003,D-03,2024-07-15,Marketing
E-003,D-03,2024-07-18,Marketing
E-003,D-03,2024-07-20,Marketing
E-003,D-03,2024-07-23,Marketing
E-003,D-03,2024-07-28,Marketing
E-003,D-03,2024-08-01,Marketing
E-003,D-03,2024-08-09,Marketing
E-003,D-03,2024-08-12,Marketing
E-003,D-03,2024-08-13,Marketing
E-003,D-03,2024-08-15,Marketing
E-003,D-03,2024-08-21,Marketing
E-003,D-03,2024-08-25,Marketing
E-003,D-03,2024-08-26,Marketing
E-003,D-03,2024-08-30,Marketing
E-003,D-03,2024-09-06,Marketing
E-003,D-03,2024-09-09,Marketing
E-003,D-03,2024-09-13,Marketing
E-003,D-03,2024-09-14,Marketing
E-003,D-03,2024-09-18,Marketing
E-003,D-03,2024-09-27,Marketing
E-003,D-03,2024-09-28,Marketing
E-003,D-03,2024-10-03,Marketing
E-003,D-03,2024-10-09,Marketing
E-003,D-03,2024-10-11,Marketing
E-003,D-03,2024-10-14,Marketing
E-003,D-03,2024-10-20,Marketing
E-003,D-03,2024-10-22,Marketing
E-003,D-03,2024-10-24,Marketing
E-003,D-03,2024-10-27,Marketing
E-003,D-03,2024-10-29,Marketing
E-003,D-03,2024-10-30,Marketing
E-003,D-03,2024-11-02,Marketing
E-003,D-03,2024-11-05,Marketing
E-003,D-03,2024-11-14,Marketing
E-003,D-03,2024-11-17,Marketing
E-003,D-03,2024-11-25,Marketing
E-003,D-03,2024-11-28,Marketing
E-003,D-03,2024-12-04,Marketing
E-003,D-03,2024-12-05,Marketing
E-003,D-03,2024-12-06,Marketing
E-003,D-03,2024-12-12,Marketing
E-003,D-03,2024-12-13,Marketing
E-003,D-03,2024-12-15,Marketing
E-003,D-03,2024-12-16,Marketing
E-003,D-03,2024-12-17,Marketing
E-003,D-03,2024-12-18,Marketing
E-003,D-03,2024-12-21,Marketing
E-003,D-03,2024-12-26,Marketing
E-003,D-03,2024-12-27,Marketing
E-003,D-03,2024-12-28,Marketing
E-003,D-03,2024-12-29,Marketing
E-003,D-03,2025-01-01,Marketing
E-003,D-03,2025-01-05,Marketing
E-003,D-03,2025-01-06,Marketing
E-003,D-03,2025-01-09,Marketing
E-003,D-03,2025-01-17,Marketing
E-003,D-03,2025-01-23,Marketing
E-003,D-03,2025-01-27,Marketing
E-003,D-03,2025-02-04,Marketing
E-003,D-03,2025-02-07,Marketing
E-003,D-03,2025-02-09,Marketing
E-003,D-03,2025-02-16,Marketing
E-003,D-03,2025-02-21,Marketing
E-003,D-03,2025-02-22,Marketing
E-003,D-03,2025-02-24,Marketing
E-003,D-03,2025-02-26,Marketing
E-003,D-03,2025-03-02,Marketing
E-003,D-03,2025-03-12,Marketing
E-003,D-03,2025-03-22,Marketing
E-003,D-03,2025-03-23,Marketing
E-003,D-03,2025-03-24,Marketing
E-003,D-03,2025-03-28,Marketing
E-003,D-03,2025-04-02,Marketing
E-003,D-03,2025-04-03,Marketing
E-003,D-03,2025-04-11,Marketing
E-003,D-03,2025-04-17,Marketing
E-003,D-03,2025-04-18,Marketing
E-003,D-03,2025-04-26,Marketing
E-003,D-03,2025-05-09,Marketing
E-003,D-03,2025-05-11,Marketing
E-003,D-03,2025-05-14,Marketing
E-003,D-03,2025-05-15,Marketing
E-003,D-03,2025-05-20,Marketing
E-003,D-03,2025-05-25,Marketing
E-003,D-03,2025-05-26,Marketing
E-003,D-03,2025-06-09,Marketing
E-003,D-03,2025-06-16,Marketing
E-003,D-03,2025-06-18,Marketing
E-003,D-03,2025-06-21,Marketing
E-003,D-03,2025-06-25,Marketing
E-003,D-03,2025-06-26,Marketing
